,date,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,positive_rate
404,2021-04-09,8688.769,142.066,286.159,4.296,1768.182,48.061,11002.909,297.706,0.071
405,2021-04-10,8685.582,143.011,284.995,4.331,1767.172,47.734,10858.096,289.783,0.069
406,2021-04-11,8977.912,143.681,289.808,4.33,1780.493,47.827,10829.295,288.44,0.068
407,2021-04-12,9181.604,149.835,293.177,4.413,1800.091,48.441,10992.0,295.219,0.069
408,2021-04-13,9882.066,158.791,303.476,4.653,1789.182,47.523,10934.364,291.831,0.068
409,2021-04-14,10474.264,154.615,313.923,4.578,1774.0,46.991,10714.091,284.394,0.068
410,2021-04-15,9692.813,148.989,298.597,4.465,1758.727,46.026,10504.545,277.205,0.068
411,2021-04-16,10007.22,141.945,300.229,4.273,1757.545,45.633,10339.0,272.123,0.068
412,2021-04-17,10244.044,138.989,299.796,4.16,1756.525,45.428,10161.562,264.979,0.066
413,2021-04-18,9112.143,136.736,281.453,4.093,1760.864,45.307,10115.33,263.796,0.066
414,2021-04-19,9002.319,136.582,279.703,4.096,1778.818,46.054,10250.818,270.234,0.065
415,2021-04-20,8915.176,134.132,274.428,4.021,1771.182,45.6,10185.273,267.927,0.064
416,2021-04-21,8718.286,132.912,270.029,3.973,1759.818,45.284,9951.727,260.046,0.063
417,2021-04-22,8645.901,132.044,267.106,3.891,1754.636,44.614,9743.364,254.337,0.062
418,2021-04-23,8481.714,131.099,261.84,3.856,1741.273,43.899,9541.182,247.613,0.061
419,2021-04-24,8285.066,130.539,257.468,3.815,1726.087,43.265,9334.88,239.842,0.061
420,2021-04-25,8320.593,129.78,255.58,3.792,1732.331,43.482,9264.347,237.883,0.061
421,2021-04-26,8159.451,127.934,251.404,3.677,1734.636,43.212,9302.273,240.075,0.06
422,2021-04-27,7921.517,126.418,244.104,3.616,1707.727,42.426,9175.818,236.425,0.059
423,2021-04-28,7751.516,122.714,239.087,3.488,1690.182,41.749,8924.455,228.761,0.057
424,2021-04-29,7484.934,120.506,232.475,3.413,1667.273,40.738,8712.273,222.879,0.056
425,2021-04-30,7176.154,117.22,224.04,3.321,1643.727,40.154,8469.364,216.083,0.054
426,2021-05-01,7059.593,114.44,220.197,3.266,1625.059,39.542,8244.241,208.829,0.053
427,2021-05-02,6705.077,112.066,212.046,3.145,1627.145,39.402,8160.69,206.683,0.052
428,2021-05-03,6628.835,110.132,212.002,3.149,1630.818,39.855,8177.273,208.513,0.052
429,2021-05-04,6449.725,102.736,207.858,2.957,1602.727,39.161,8067.455,204.938,0.052
430,2021-05-05,6160.78,99.319,198.364,2.919,1565.364,37.955,7801.0,197.336,0.05
431,2021-05-06,5944.692,97.637,194.779,2.873,1527.091,36.809,7534.909,190.226,0.049
432,2021-05-07,5841.319,95.956,193.41,2.836,1496.818,36.147,7258.091,183.108,0.048
433,2021-05-08,5690.791,95.78,190.52,2.812,1471.805,35.434,7026.562,175.607,0.048
434,2021-05-09,5584.648,95.725,189.881,2.846,1464.354,35.344,6902.612,172.3,0.047
435,2021-05-10,5523.934,94.022,186.738,2.77,1443.273,34.55,6875.091,172.878,0.046
436,2021-05-11,5391.297,96.934,183.589,2.81,1396.182,33.394,6676.636,168.005,0.045
437,2021-05-12,5131.033,92.538,180.618,2.687,1358.909,32.386,6349.364,158.732,0.045
438,2021-05-13,4850.528,88.747,166.578,2.546,1317.273,31.537,6081.091,151.313,0.042
439,2021-05-14,4581.868,84.165,163.239,2.381,1291.545,30.795,5916.545,146.977,0.042
440,2021-05-15,4357.362,79.901,157.54,2.261,1264.694,30.057,5728.454,141.107,0.042
441,2021-05-16,4414.813,78.165,156.425,2.217,1251.263,29.341,5629.091,138.494,0.041
442,2021-05-17,4285.154,75.099,151.708,2.132,1230.455,28.654,5581.0,137.942,0.04
443,2021-05-18,3963.088,71.615,142.549,2.021,1183.545,27.49,5372.182,132.556,0.039
444,2021-05-19,3892.593,70.561,137.461,1.951,1143.091,26.642,5120.545,125.17,0.037
445,2021-05-20,3615.923,66.659,134.454,1.876,1104.636,25.543,4882.909,118.399,0.037
446,2021-05-21,3513.308,64.769,126.366,1.831,1065.545,24.534,4696.455,113.121,0.035
447,2021-05-22,3410.868,63.088,122.753,1.765,1042.054,24.181,4521.184,107.917,0.034
448,2021-05-23,3287.297,62.143,119.445,1.732,1034.598,24.125,4426.812,105.295,0.033
449,2021-05-24,3226.725,58.143,118.503,1.665,1016.909,23.501,4400.727,104.676,0.032
450,2021-05-25,2975.67,56.451,108.769,1.6,991.636,22.807,4263.636,101.09,0.031
451,2021-05-26,2733.077,54.89,100.977,1.542,949.818,21.808,3983.364,94.216,0.029
452,2021-05-27,2780.868,53.077,98.878,1.471,911.636,21.073,3849.818,90.714,0.028
453,2021-05-28,2695.198,51.099,93.637,1.418,874.455,19.984,3665.091,85.917,0.026
454,2021-05-29,2649.978,49.055,93.293,1.36,847.847,19.424,3525.085,81.981,0.026
455,2021-05-30,2606.176,48.11,92.309,1.333,831.679,19.043,3477.753,81.0,0.026
456,2021-05-31,2557.593,49.264,90.621,1.331,813.909,18.684,3440.182,80.175,0.025
457,2021-06-01,2545.308,44.626,84.228,1.207,774.545,17.789,3293.727,76.238,0.022
458,2021-06-02,2386.934,40.758,78.72,1.071,740.364,16.975,3127.818,72.064,0.021
459,2021-06-03,2417.956,37.385,84.392,1.063,712.727,16.276,3022.455,68.913,0.023
460,2021-06-04,2314.319,35.89,81.81,1.007,682.909,15.462,2920.0,66.638,0.023
461,2021-06-05,2219.319,34.978,78.152,0.987,665.892,15.303,2843.796,64.892,0.022
462,2021-06-06,2165.352,34.374,76.382,0.967,659.747,15.052,2811.467,64.058,0.022
463,2021-06-07,2167.44,32.89,75.214,0.928,646.727,14.828,2775.364,63.279,0.021
464,2021-06-08,2138.077,32.494,75.303,0.964,617.636,14.114,2673.909,60.893,0.022
465,2021-06-09,2181.802,30.791,76.147,0.937,592.636,13.53,2549.364,57.612,0.022
466,2021-06-10,2059.637,31.593,66.024,0.884,567.636,12.962,2449.545,55.187,0.019
467,2021-06-11,1993.736,30.483,62.771,0.843,542.091,12.253,2344.182,52.432,0.018
468,2021-06-12,1952.253,29.242,61.202,0.799,526.168,11.998,2272.043,50.339,0.018
469,2021-06-13,1914.055,28.626,59.092,0.788,524.829,11.972,2257.148,50.126,0.018
470,2021-06-14,1893.549,27.407,57.761,0.761,511.727,11.696,2239.636,50.018,0.018
471,2021-06-15,1830.802,25.901,54.527,0.673,489.0,11.145,2163.182,48.325,0.017
472,2021-06-16,1751.132,25.22,50.678,0.659,466.727,10.733,2064.818,45.908,0.016
473,2021-06-17,1607.868,22.648,46.477,0.588,448.455,10.346,1989.909,44.28,0.014
474,2021-06-18,1590.835,21.527,45.261,0.579,431.727,10.056,1922.0,42.963,0.013
475,2021-06-19,1584.0,21.022,44.567,0.568,418.775,9.816,1866.739,41.51,0.013
476,2021-06-20,1575.374,20.725,44.11,0.552,414.104,9.67,1860.352,41.48,0.012
477,2021-06-21,1578.714,20.264,43.67,0.54,405.091,9.44,1852.182,41.35,0.012
478,2021-06-22,1621.176,18.901,45.628,0.545,386.636,9.008,1787.0,39.832,0.013
479,2021-06-23,1690.0,17.692,46.733,0.512,368.727,8.549,1713.455,38.028,0.013
480,2021-06-24,1741.385,16.857,47.579,0.508,358.182,8.449,1646.364,36.439,0.014
481,2021-06-25,1784.703,16.088,48.356,0.481,344.545,8.184,1601.909,35.294,0.014
482,2021-06-26,1857.901,15.758,49.656,0.461,339.262,8.17,1570.476,34.703,0.014
483,2021-06-27,1914.846,15.824,50.792,0.466,339.506,8.112,1578.708,35.085,0.014
484,2021-06-28,2082.407,15.407,53.71,0.459,333.364,7.906,1573.273,35.042,0.014
485,2021-06-29,2203.088,14.89,54.291,0.419,314.364,7.427,1531.0,34.006,0.013
486,2021-06-30,2353.846,14.473,57.688,0.403,302.091,7.216,1503.0,33.258,0.013
487,2021-07-01,2595.407,14.143,63.567,0.379,291.636,6.867,1475.273,32.539,0.014
488,2021-07-02,2836.253,13.33,69.593,0.37,285.273,6.709,1446.364,31.853,0.015
489,2021-07-03,2946.956,13.088,73.571,0.366,281.75,6.625,1429.426,31.396,0.016
490,2021-07-04,3081.648,12.703,77.172,0.344,283.063,6.648,1442.972,31.64,0.017
491,2021-07-05,3407.527,12.505,85.561,0.337,283.091,6.715,1460.727,32.17,0.019
492,2021-07-06,3627.077,11.769,92.491,0.317,277.909,6.563,1456.909,32.011,0.021
493,2021-07-07,3882.396,11.275,100.908,0.309,272.364,6.464,1454.273,31.727,0.023
494,2021-07-08,4088.286,11.571,108.718,0.338,268.0,6.34,1449.0,31.55,0.024
495,2021-07-09,4408.132,11.275,119.064,0.321,267.636,6.372,1469.455,31.973,0.026
496,2021-07-10,4639.066,11.165,128.697,0.313,268.243,6.401,1487.106,32.237,0.027
497,2021-07-11,4853.868,11.275,137.298,0.321,272.258,6.514,1523.878,33.221,0.028
498,2021-07-12,5062.956,10.868,146.063,0.315,278.545,6.643,1577.182,34.81,0.029
499,2021-07-13,5617.44,10.901,162.092,0.314,279.182,6.651,1617.182,35.848,0.031
500,2021-07-14,5925.516,10.648,173.668,0.302,284.909,6.845,1655.273,36.672,0.032
501,2021-07-15,6393.835,10.253,186.09,0.271,287.818,6.932,1697.0,37.758,0.033
502,2021-07-16,6832.78,10.286,197.277,0.277,291.0,7.018,1732.545,38.576,0.035
503,2021-07-17,7197.758,10.385,204.835,0.282,294.494,7.082,1779.572,39.676,0.035
504,2021-07-18,7516.253,10.473,211.15,0.291,298.894,7.171,1844.566,41.198,0.035
505,2021-07-19,7939.066,10.594,219.548,0.292,310.273,7.478,1937.182,43.436,0.037
506,2021-07-20,8015.758,10.857,219.36,0.298,317.091,7.735,1972.455,44.328,0.037
507,2021-07-21,8290.604,11.484,221.938,0.308,322.273,7.77,2022.545,45.468,0.038
508,2021-07-22,8317.363,11.868,219.839,0.323,333.455,8.007,2069.545,46.291,0.038
509,2021-07-23,8215.33,12.165,216.118,0.325,339.636,8.085,2125.545,47.438,0.038
510,2021-07-24,8082.989,13.066,210.564,0.361,352.001,8.355,2178.587,48.481,0.037
511,2021-07-25,7854.879,13.099,203.879,0.358,366.373,8.763,2270.352,50.612,0.037
512,2021-07-26,7656.484,13.802,198.494,0.371,383.273,9.169,2376.818,52.955,0.037
513,2021-07-27,7469.879,14.637,193.841,0.398,395.818,9.557,2414.455,53.668,0.037
514,2021-07-28,7290.165,17.0,189.378,0.447,401.0,9.651,2442.727,54.263,0.036
515,2021-07-29,7192.264,16.033,186.52,0.434,411.455,9.961,2446.455,54.526,0.036
516,2021-07-30,7087.187,16.956,182.93,0.452,423.273,10.055,2474.545,54.734,0.036
517,2021-07-31,6990.165,17.044,180.039,0.462,433.343,10.202,2500.485,55.115,0.035
518,2021-08-01,6974.659,17.549,179.091,0.473,443.407,10.419,2569.498,56.701,0.035
519,2021-08-02,6896.989,18.791,176.41,0.502,461.636,10.824,2640.0,58.342,0.035
520,2021-08-03,6775.813,20.242,173.825,0.536,472.636,11.061,2623.545,58.027,0.035
521,2021-08-04,6776.846,19.286,172.59,0.524,479.727,11.137,2609.818,57.34,0.036
522,2021-08-05,6733.637,21.429,171.155,0.562,486.364,11.316,2606.273,57.117,0.036
523,2021-08-06,6744.143,22.165,170.649,0.59,491.818,11.426,2624.818,57.405,0.037
524,2021-08-07,6807.582,22.39,171.81,0.585,500.337,11.543,2649.627,57.648,0.037
525,2021-08-08,6862.813,22.464,172.605,0.591,513.231,11.809,2725.209,59.22,0.037
526,2021-08-09,6723.846,22.726,170.029,0.609,529.818,12.107,2784.818,60.517,0.037
527,2021-08-10,6776.297,22.704,172.143,0.615,530.545,12.146,2767.455,60.066,0.037
528,2021-08-11,6796.231,23.005,173.14,0.624,532.364,12.213,2759.273,59.677,0.037
529,2021-08-12,6848.066,23.363,174.894,0.636,538.0,12.131,2747.727,59.222,0.038
530,2021-08-13,6862.286,23.703,176.162,0.642,541.273,12.037,2747.182,58.89,0.038
531,2021-08-14,6889.945,24.077,177.304,0.66,544.122,12.145,2752.713,58.957,0.038
532,2021-08-15,6912.374,24.583,178.179,0.676,550.441,12.236,2801.398,60.281,0.039
533,2021-08-16,6875.121,25.099,176.717,0.676,561.818,12.452,2889.455,62.33,0.039
534,2021-08-17,6880.088,26.506,177.01,0.684,567.818,12.437,2895.818,62.1,0.039
535,2021-08-18,6894.0,28.396,177.465,0.725,576.182,12.573,2884.455,61.516,0.039
536,2021-08-19,6862.747,29.956,176.52,0.757,581.455,12.738,2872.091,61.155,0.039
537,2021-08-20,6857.0,31.055,175.888,0.783,587.091,12.801,2863.545,61.221,0.039
538,2021-08-21,6895.78,31.868,176.913,0.79,593.071,12.902,2860.151,61.099,0.039
539,2021-08-22,6943.066,32.736,177.589,0.815,603.722,13.221,2926.623,62.732,0.039
540,2021-08-23,6936.813,34.637,177.779,0.864,615.091,13.362,3003.182,64.482,0.039
541,2021-08-24,7091.583,36.45,181.02,0.928,616.727,13.481,2985.273,64.163,0.039
542,2021-08-25,7081.143,37.308,180.514,0.969,621.727,13.571,2966.273,63.709,0.039
543,2021-08-26,7022.088,38.308,179.807,1.009,622.091,13.548,2937.091,62.713,0.038
544,2021-08-27,6684.703,38.473,175.076,1.017,628.636,13.689,2938.455,62.574,0.038
545,2021-08-28,6838.154,38.857,176.696,1.041,629.472,13.743,2914.194,61.948,0.038
546,2021-08-29,6810.209,38.582,175.891,1.045,638.182,13.901,2945.935,63.155,0.038
547,2021-08-30,6663.022,38.066,172.662,1.017,646.0,14.157,2994.091,64.496,0.037
548,2021-08-31,6374.934,36.319,167.087,0.983,642.182,13.94,2991.455,64.76,0.037
549,2021-09-01,6413.022,36.538,165.487,0.976,642.455,13.985,2972.091,64.236,0.035
550,2021-09-02,6390.451,37.165,164.277,0.97,644.636,14.103,2919.636,63.302,0.036
551,2021-09-03,6555.604,37.802,165.441,0.986,646.182,14.239,2906.818,63.13,0.035
552,2021-09-04,6347.956,37.89,160.917,0.99,643.883,14.174,2876.143,62.266,0.035
553,2021-09-05,6356.846,38.077,160.461,0.994,644.16,14.181,2881.206,62.467,0.034
554,2021-09-06,6370.044,38.385,158.251,1.034,654.455,14.522,2913.364,63.175,0.033
555,2021-09-07,6540.44,39.505,158.499,1.056,652.727,14.486,2887.273,62.997,0.032
556,2021-09-08,6163.044,39.044,153.422,1.047,652.909,14.634,2855.0,62.39,0.032
557,2021-09-09,6228.055,38.264,152.565,1.054,643.455,14.359,2823.0,61.75,0.03
558,2021-09-10,6080.648,37.945,149.898,1.051,635.636,14.096,2805.545,61.625,0.03
559,2021-09-11,5937.0,37.824,147.645,1.052,631.299,14.017,2768.864,60.848,0.029
560,2021-09-12,5775.297,37.11,143.744,1.021,635.788,14.149,2776.516,61.248,0.028
561,2021-09-13,5646.055,36.418,142.858,1.004,636.364,14.129,2799.364,62.183,0.028
562,2021-09-14,5389.714,38.022,140.008,1.047,627.727,14.066,2754.727,61.469,0.027
563,2021-09-15,5277.275,37.572,136.996,1.049,619.727,13.884,2729.818,60.851,0.026
564,2021-09-16,4965.55,37.099,131.782,1.053,610.182,13.63,2625.364,58.539,0.026
565,2021-09-17,4928.165,37.297,129.799,1.081,599.0,13.376,2572.0,57.679,0.025
566,2021-09-18,4884.835,37.681,128.359,1.087,589.202,13.181,2534.328,56.8,0.025
567,2021-09-19,4859.517,37.868,128.125,1.104,590.288,13.188,2538.424,56.876,0.025
568,2021-09-20,4853.527,37.451,126.948,1.087,583.364,13.074,2543.364,57.392,0.025
569,2021-09-21,4778.648,36.055,123.381,1.079,565.455,12.74,2486.455,56.385,0.024
570,2021-09-22,4835.868,36.923,122.795,1.088,552.0,12.475,2414.273,54.593,0.023
571,2021-09-23,4805.308,37.549,120.959,1.077,537.636,12.149,2343.182,53.1,0.023
572,2021-09-24,4786.022,37.297,119.216,1.047,525.545,11.992,2291.182,52.2,0.023
573,2021-09-25,4737.89,36.22,118.151,1.005,522.916,12.031,2273.209,51.547,0.023
574,2021-09-26,4754.418,36.176,118.312,0.993,519.539,11.922,2261.396,51.751,0.022
575,2021-09-27,4750.011,36.176,118.251,1.0,518.727,12.091,2296.273,52.904,0.023
576,2021-09-28,4769.242,34.681,118.474,0.955,504.182,11.681,2275.818,52.405,0.023
577,2021-09-29,4782.769,33.121,118.752,0.928,485.364,11.155,2232.364,51.632,0.023
578,2021-09-30,4772.33,31.483,119.262,0.901,476.364,11.015,2184.636,50.605,0.023
579,2021-10-01,4754.429,30.78,120.047,0.89,464.818,10.676,2140.455,49.687,0.023
580,2021-10-02,4747.89,30.824,119.647,0.909,454.994,10.507,2096.621,48.576,0.024
581,2021-10-03,4708.527,30.472,120.079,0.909,457.045,10.61,2108.932,48.858,0.024
582,2021-10-04,4665.978,29.659,119.732,0.885,456.0,10.548,2157.364,50.446,0.024
583,2021-10-05,4627.022,29.967,118.721,0.88,454.091,10.663,2166.545,50.929,0.025
584,2021-10-06,4713.495,29.879,120.923,0.865,450.273,10.566,2132.0,50.584,0.026
585,2021-10-07,4765.461,29.813,122.635,0.878,440.0,10.268,2102.727,50.048,0.026
586,2021-10-08,4789.22,29.725,123.883,0.868,430.182,10.121,2088.273,49.64,0.027
587,2021-10-09,4921.813,30.275,127.564,0.874,422.318,9.986,2074.086,49.063,0.028
588,2021-10-10,4979.769,30.088,128.507,0.871,419.357,9.959,2087.244,49.54,0.028
589,2021-10-11,5054.11,29.703,130.715,0.876,422.818,10.111,2119.818,51.174,0.028
590,2021-10-12,5150.22,29.033,135.961,0.875,425.575,10.239,2130.656,51.828,0.028
591,2021-10-13,5136.615,28.143,137.852,0.874,423.727,10.185,2128.636,51.952,0.029
592,2021-10-14,5243.066,29.308,138.924,0.889,419.091,10.129,2123.364,52.06,0.029
593,2021-10-15,5411.088,30.033,143.1,0.931,416.636,10.047,2125.091,52.488,0.029
594,2021-10-16,5512.242,29.824,146.746,0.942,417.646,10.064,2127.787,52.529,0.03
595,2021-10-17,5685.813,30.11,151.512,0.959,421.894,10.21,2165.49,53.541,0.03
596,2021-10-18,5848.736,30.615,156.242,0.974,427.818,10.404,2244.273,56.503,0.031
597,2021-10-19,6131.286,31.527,161.831,0.989,430.727,10.482,2297.091,58.384,0.033
598,2021-10-20,6424.714,32.813,170.836,1.031,433.818,10.566,2349.182,60.059,0.034
599,2021-10-21,6666.846,31.769,182.382,1.009,438.545,10.697,2376.636,61.254,0.036
600,2021-10-22,6886.011,31.879,192.134,0.999,439.455,10.82,2399.0,62.836,0.039
601,2021-10-23,7001.055,32.78,200.912,1.036,443.941,10.959,2423.594,63.793,0.04
602,2021-10-24,7098.0,33.055,208.53,1.033,450.692,11.192,2473.54,65.644,0.042
603,2021-10-25,7077.857,32.209,213.074,1.027,463.727,11.787,2575.636,70.025,0.043
604,2021-10-26,7292.769,34.549,221.391,1.073,473.455,12.108,2644.182,73.077,0.045
605,2021-10-27,7490.253,36.989,231.021,1.146,478.091,12.274,2688.909,75.461,0.046
606,2021-10-28,7362.363,37.78,234.78,1.19,483.091,12.449,2731.364,77.169,0.048
607,2021-10-29,7658.516,39.747,243.917,1.251,494.091,12.933,2801.455,80.854,0.051
608,2021-10-30,7910.209,40.637,254.599,1.277,512.1,13.631,2973.8,87.081,0.053
609,2021-10-31,7912.374,40.923,261.368,1.31,522.8,14.104,3054.5,90.865,0.054
